Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0005125~cytokine activity	10	9.00900900900901	1.1826433047777318E-6	P08476, P09038, P43490, P01033, P15514, P01583, O95150, Q99988, P05231, P01584	103	176	16881	9.31211385701677	3.0625789052507457E-4	3.0625789052507457E-4	0.0015449018268332004
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	9	8.108108108108109	1.4478093031281873E-6	P08254, P05362, P01583, P78556, P42830, P05231, P10145, P03956, P01584	66	88	6879	10.659607438016529	2.3307030143771001E-4	1.1654194173094101E-4	0.0017500586992458267
UP_KEYWORDS	Glycoprotein	47	42.34234234234234	2.768039497152847E-6	Q9H2J7, P01033, G8JLL2, P98066, Q16769, Q99988, Q8NCL9, P05231, Q9Y4C5, Q9BY76, Q24JP5, O75144, Q13336, P15514, P15153, P14210, P05120, P13726, Q9H5V8, P25774, P27701, O75460, P08476, Q9NPH3, P05362, O75326, P35354, P07858, Q13478, G5E9Z6, P03372, P24821, P48307, P56199, P08254, P26022, Q86YB8, P52823, P01583, P17676, O95150, P24593, P07093, P00749, P13611, P03956, P01034	111	4551	20581	1.9148489293512365	6.004850388707794E-4	1.2012586475418363E-4	0.0035157029775079174
GOTERM_BP_DIRECT	GO:0045429~positive regulation of nitric oxide biosynthetic process	6	5.405405405405405	6.298526125696355E-6	P03372, P26022, P05362, P35354, P05231, P01584	104	43	16792	22.529516994633273	0.006403923795918698	0.0032071046581033658	0.00997613890090232
UP_KEYWORDS	Growth factor	8	7.207207207207207	6.652866359051641E-6	P08476, P09038, P09341, P01033, P15514, P14210, Q99988, P05231	111	131	20581	11.323017674162713	0.0014426352021608135	2.4058385543013205E-4	0.008449651996600416
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	8	7.207207207207207	1.0001152813919518E-5	P09038, P09341, P15153, P78556, P42830, P00749, P10145, P01112	104	122	16792	10.587641866330392	0.010149370848854367	0.003394634117676154	0.01584023733410822
GOTERM_BP_DIRECT	GO:0006955~immune response	13	11.711711711711711	1.028387856855421E-5	P09341, Q9NPH3, O75326, P78556, Q13478, P05231, P01583, O95150, P17676, P42830, P10145, P25774, P01584	104	421	16792	4.985748218527315	0.0104347859791446	0.0026189670255044595	0.016287995849606496
UP_KEYWORDS	Inflammatory response	8	7.207207207207207	1.7582028280199605E-5	Q9Y4C5, P09341, Q9NPH3, O75326, P01583, P78556, P10145, P01584	111	152	20581	9.758653390232338	0.0038080645396797452	5.448991567239547E-4	0.022329100476259356
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	12	10.81081081081081	3.118791044937805E-5	O14684, P08476, P09038, P09341, P56199, P35354, P01583, P07093, P05231, P10145, P01112, P01584	104	396	16792	4.892773892773893	0.03131148114712423	0.006342235528795537	0.04938893149880608
GOTERM_MF_DIRECT	GO:0008083~growth factor activity	8	7.207207207207207	5.662869579766136E-5	P08476, P09038, P09341, P01033, P15514, P14210, Q99988, P05231	103	162	16881	8.093491549802229	0.014560207401266845	0.007306798351709665	0.07395004351031798
GOTERM_BP_DIRECT	GO:0007165~signal transduction	20	18.01801801801802	7.274189546801761E-5	P09341, P98066, Q99988, P78556, Q13478, O14684, P09038, P03372, P43490, O75144, P15153, P24593, O95150, P42830, P00749, Q8WUM9, P10145, P23677, P01112, P01584	104	1161	16792	2.7814218511892927	0.07151349465073153	0.012290420202752284	0.11515798987633552
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	7	6.306306306306306	7.539368711360209E-5	P09038, Q9BY76, P14210, P01583, P13726, P10145, P01584	104	115	16792	9.82809364548495	0.07402168260263586	0.010926221865259156	0.11935370390852018
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	11	9.90990990990991	8.130279287820153E-5	P08476, P09341, Q9NPH3, P01583, O95150, P78556, Q13478, P42830, P05231, P10145, P01584	66	243	6879	4.7181069958847734	0.013004976688383518	0.004353921348677958	0.0982323338430735
GOTERM_BP_DIRECT	GO:0042060~wound healing	6	5.405405405405405	1.3145479109200492E-4	P09038, P24821, P01033, P05120, P78556, P05231	104	80	16792	12.109615384615385	0.12549100672470004	0.01662189376042944	0.20801599058090092
GOTERM_BP_DIRECT	GO:0007267~cell-cell signaling	9	8.108108108108109	1.692356148232594E-4	P08476, P43490, P15514, P98066, Q96B97, Q99988, P78556, P42830, P01584	104	254	16792	5.721078134463961	0.15855525963381267	0.018998862123334015	0.26772587987911045
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	8	7.207207207207207	2.041660811167693E-4	P09038, P24821, P20908, P56199, P05362, Q86YB8, Q15582, P13611	104	196	16792	6.590266875981162	0.18801276904199038	0.020611680962463796	0.3229012027563982
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	40	36.03603603603604	2.3282581621542298E-4	Q9H2J7, P01033, G8JLL2, P98066, Q16769, Q99988, Q8NCL9, P05231, Q9Y4C5, Q9BY76, Q24JP5, Q13336, P15514, P05120, P13726, Q9H5V8, P25774, P27701, O75460, P08476, Q9NPH3, P05362, O75326, P35354, P07858, Q13478, G5E9Z6, P24821, P48307, P56199, P08254, P26022, Q86YB8, P52823, P01583, O95150, P07093, P00749, P13611, P03956	109	4234	20063	1.7389156370664738	0.09316814163369547	0.0320737759258527	0.3265556372906153
GOTERM_BP_DIRECT	GO:0046697~decidualization	4	3.6036036036036037	2.3683493474245954E-4	P17275, P35354, P52823, P07858	104	20	16792	32.292307692307695	0.2146299289954906	0.021724213652512314	0.3744782552758119
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	9	8.108108108108109	3.808467059725518E-4	P48681, P24821, P48307, P20908, P13726, P07093, Q15582, P13611, P03956	109	296	18224	5.0835606248450285	0.05948529840770567	0.020235131520891403	0.4593864651725954
GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	5	4.504504504504505	5.001209473848705E-4	P09038, P43490, P35354, P15121, P05231	104	60	16792	13.455128205128206	0.3996551089955146	0.04162957825290059	0.7892381039899643
UP_KEYWORDS	Protease inhibitor	6	5.405405405405405	5.409447596156057E-4	P01033, P48307, P05120, P07093, P01037, P01034	111	124	20581	8.971665213600698	0.1107854852945005	0.014569913149811708	0.684897904993953
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	11	9.90990990990991	5.793366365190301E-4	P09038, P43490, P24821, P01033, P15514, P15153, P14210, P42830, P05231, P01034, P01112	104	466	16792	3.8113238692637834	0.44627915391786144	0.044450599978962724	0.9137112653392454
GOTERM_BP_DIRECT	GO:0030574~collagen catabolic process	5	4.504504504504505	6.395427178744098E-4	P20908, P08254, P07858, P25774, P03956	104	64	16792	12.614182692307693	0.4792797131287371	0.04554058975238107	1.0082163855425597
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	5	4.504504504504505	7.186817597844258E-4	Q8TCU6, P56199, P78556, P10145, P01584	104	66	16792	12.231934731934732	0.5196877847186601	0.04771215262242501	1.1323120086262795
GOTERM_BP_DIRECT	GO:0071347~cellular response to interleukin-1	5	4.504504504504505	9.464710464978117E-4	P05362, P17676, P78556, P05231, P10145	104	71	16792	11.370530877573133	0.6193433981276592	0.058580184348598685	1.4886887511983082
GOTERM_CC_DIRECT	GO:0005578~proteinaceous extracellular matrix	8	7.207207207207207	0.0010847604611577285	Q9BY76, P01033, P48307, P20908, P08254, Q15582, P13611, P03956	109	268	18224	4.990825688073395	0.16032572279550705	0.042744848324848594	1.3033723881932024
KEGG_PATHWAY	hsa05144:Malaria	5	4.504504504504505	0.0011182521159561118	P14210, P05362, P05231, P10145, P01584	66	49	6879	10.63543599257885	0.16484615871755515	0.044035817379932785	1.3433644962030145
UP_KEYWORDS	Prostaglandin biosynthesis	3	2.7027027027027026	0.0012386824500238028	O14684, P35354, P24557	111	10	20581	55.62432432432433	0.23582671638452612	0.02944239557432704	1.5619317497710838
GOTERM_CC_DIRECT	GO:0005604~basement membrane	5	4.504504504504505	0.0012457841409418305	P24821, P01033, P20908, Q15582, P01034	109	79	18224	10.581813958889793	0.18183911827188826	0.0393443481463468	1.4955134049081553
GOTERM_BP_DIRECT	GO:0043524~negative regulation of neuron apoptotic process	6	5.405405405405405	0.0013158248074082847	P48681, P37840, Q16143, P17676, Q17RY0, P01112	104	132	16792	7.339160839160839	0.7389452413282551	0.0759614393457938	2.0639866522555117
UP_KEYWORDS	Prostaglandin metabolism	3	2.7027027027027026	0.0015086654699236596	O14684, P35354, P24557	111	11	20581	50.56756756756757	0.27936867391823594	0.03223187524206317	1.899372879511807
GOTERM_BP_DIRECT	GO:0019371~cyclooxygenase pathway	3	2.7027027027027026	0.0016237984720584245	O14684, P35354, P24557	104	10	16792	48.43846153846154	0.8094080696764653	0.0879769679902106	2.5412721568990104
SMART	SM00199:SCY	4	3.6036036036036037	0.0019073204729292467	P09341, P78556, P42830, P10145	59	43	10057	15.856523452897124	0.1300915875406008	0.1300915875406008	1.9730254174992523
GOTERM_MF_DIRECT	GO:0043394~proteoglycan binding	3	2.7027027027027026	0.0019189920874505102	P20908, P07858, P25774	103	11	16881	44.6981465136805	0.3919489576716606	0.15281157698145575	2.4780102518958347
BIOCARTA	h_LairPathway:Cells and Molecules involved in local acute inflammatory response	4	3.6036036036036037	0.0021328863680520316	P05362, P01583, P05231, P10145	27	17	1625	14.161220043572984	0.19913034885276093	0.19913034885276093	2.359112075907821
GOTERM_BP_DIRECT	GO:0045740~positive regulation of DNA replication	4	3.6036036036036037	0.002162758061279707	P15514, P05231, P01034, P01112	104	42	16792	15.377289377289378	0.890123932132467	0.10973107141724159	3.3712908315345347
GOTERM_BP_DIRECT	GO:0007566~embryo implantation	4	3.6036036036036037	0.002162758061279707	P35354, P52823, P01034, P01584	104	42	16792	15.377289377289378	0.890123932132467	0.10973107141724159	3.3712908315345347
INTERPRO	IPR001811:Chemokine interleukin-8-like domain	4	3.6036036036036037	0.0023620811612086305	P09341, P78556, P42830, P10145	108	46	18559	14.942834138486313	0.516167598269521	0.516167598269521	3.121542839181468
GOTERM_BP_DIRECT	GO:0043206~extracellular fibril organization	3	2.7027027027027026	0.0023625821439043158	P20908, P37840, P01034	104	12	16792	40.36538461538462	0.9104255354616825	0.11364191393232537	3.6773412362482327
GOTERM_BP_DIRECT	GO:0032355~response to estradiol	5	4.504504504504505	0.0023712177454386727	P03372, P15514, P35354, P28562, P01034	104	91	16792	8.871513102282334	0.9112129262126035	0.10891031520374839	3.6905470230758075
INTERPRO	IPR001089:CXC chemokine	3	2.7027027027027026	0.002464241067176958	P09341, P42830, P10145	108	13	18559	39.6559829059829	0.5311421593394193	0.3152680519644343	3.2544927562797588
INTERPRO	IPR018048:CXC chemokine, conserved site	3	2.7027027027027026	0.002464241067176958	P09341, P42830, P10145	108	13	18559	39.6559829059829	0.5311421593394193	0.3152680519644343	3.2544927562797588
UP_KEYWORDS	Polymorphism	80	72.07207207207207	0.0025972021339026653	P17275, Q9H2J7, G8JLL2, Q8IV20, P20908, P28290, O00534, Q16769, Q99988, Q8IU60, Q8NCL9, P28562, Q24JP5, P15514, Q13336, O75144, Q03169, Q8TCU6, Q9NXK6, P15153, P05120, P52789, Q5T9L3, Q01432, Q96B97, Q9H5V8, P25774, P08476, O75460, P35869, Q9NPH3, P05362, O75326, P35354, O94808, P24821, P56199, Q86YB8, P15121, P24593, O95150, P00749, P01037, P13611, P01034, P01584, O15403, P98066, O14682, P05231, Q9Y2R4, Q9HBI1, P48681, Q9BY76, P43490, O95757, P14210, P13726, P27701, O94832, Q7Z7L8, P07858, P78556, Q13478, Q15582, P03372, P48307, O14523, P08254, P26022, P01583, Q16719, Q96SQ9, P24557, P17676, Q8N4X5, P07093, P32189, P02795, P03956	111	12043	20581	1.231682566898045	0.43125665794054835	0.050008617047460735	3.2491105664664177
UP_KEYWORDS	Extracellular matrix	7	6.306306306306306	0.0026469875326158307	Q9BY76, P24821, P20908, P08254, Q15582, P13611, P03956	111	258	20581	5.030623646902716	0.437383946399758	0.04679932033495071	3.3104311778185624
GOTERM_BP_DIRECT	GO:0051926~negative regulation of calcium ion transport	3	2.7027027027027026	0.0027809967589253488	P05362, P35354, P52823	104	13	16792	37.260355029585796	0.9416075298384456	0.12112864200526485	4.315245428972691
BBID	58.(CD40L)_immnosurveillance	4	3.6036036036036037	0.002855365911466295	P05362, P01583, P05231, P10145	9	16	388	10.777777777777777	0.07430007934827898	0.07430007934827898	2.3411647637537336
GOTERM_MF_DIRECT	GO:0008009~chemokine activity	4	3.6036036036036037	0.0032255969184740688	P09341, P78556, P42830, P10145	103	49	16881	13.379037051713889	0.5668970787859681	0.18876294785918024	4.1326559902092885
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	6	5.405405405405405	0.0033908478389158966	O14684, P17275, P09341, P37840, P35354, P42830	104	164	16792	5.907129455909944	0.9687126678892771	0.1398360431099681	5.237923686634294
GOTERM_BP_DIRECT	GO:0001649~osteoblast differentiation	5	4.504504504504505	0.0038397763717408473	P17275, P24821, O75326, P24593, P13611	104	104	16792	7.762573964497041	0.9802402963331013	0.1508374136439663	5.911799403555895
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	6	5.405405405405405	0.004467575654978528	P09038, P05362, O75326, P78556, P05231, P01112	104	175	16792	5.535824175824176	0.9896123408337628	0.16696987403266916	6.846647363055269
GOTERM_MF_DIRECT	GO:0004252~serine-type endopeptidase activity	7	6.306306306306306	0.004509241066576413	P14210, P08254, P07858, P13726, P00749, P25774, P03956	103	255	16881	4.499029126213592	0.6897989164957481	0.20872278175127068	5.732944233094095
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	5	4.504504504504505	0.005156473448873914	P05362, P17676, P78556, P05231, P10145	104	113	16792	7.144315861130021	0.9948728750552394	0.1835713679516121	7.862459198266858
KEGG_PATHWAY	hsa05133:Pertussis	5	4.504504504504505	0.0053415093135322	P01583, P42830, P05231, P10145, P01584	66	75	6879	6.948484848484849	0.5778050120541205	0.1584060308712366	6.268866024675635
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	6	5.405405405405405	0.005514297456124574	P14210, P98066, O75326, P13726, P00749, P01112	104	184	16792	5.26505016722408	0.9964476590306859	0.1885190664224654	8.385983105044792
GOTERM_MF_DIRECT	GO:0005518~collagen binding	4	3.6036036036036037	0.005711096301073492	P56199, P07858, Q15582, P25774	103	60	16881	10.92621359223301	0.7731381292199979	0.21904336650538547	7.208872097743502
GOTERM_BP_DIRECT	GO:0045926~negative regulation of growth	3	2.7027027027027026	0.005952459390455553	P24593, P02795, Q93083	104	19	16792	25.493927125506076	0.9977337998938017	0.19546236175833043	9.023251953612421
GOTERM_BP_DIRECT	GO:0045669~positive regulation of osteoblast differentiation	4	3.6036036036036037	0.005953602293252183	P09038, P14210, P17676, P05231	104	60	16792	10.764102564102565	0.9977364560045814	0.18943877302038903	9.024908763557004
GOTERM_BP_DIRECT	GO:0044267~cellular protein metabolic process	5	4.504504504504505	0.006004554386092603	P37840, P24593, Q15582, P01034, P03956	104	118	16792	6.841590612777054	0.9978517619784238	0.18516549137027816	9.098742790727588
UP_SEQ_FEATURE	mutagenesis site	22	19.81981981981982	0.006105399908372647	Q96DC9, O75460, G8JLL2, P01033, P35869, P09086, P37840, Q16769, Q8IU60, P05231, Q9Y4C5, P03372, P43490, P15153, P14210, P15121, Q9H5V8, Q8N4X5, P00749, Q8WUM9, P01112, P01034	109	2191	20063	1.8482030324220435	0.9236271422225204	0.47430389358221703	8.24294630706951
GOTERM_BP_DIRECT	GO:0042346~positive regulation of NF-kappaB import into nucleus	3	2.7027027027027026	0.007251997230690896	P35354, Q13478, P01584	104	21	16792	23.065934065934066	0.9994032362221947	0.2129657585971222	10.888979999771331
GOTERM_BP_DIRECT	GO:0060326~cell chemotaxis	4	3.6036036036036037	0.00743380268015568	P09341, P14210, P78556, P42830	104	65	16792	9.936094674556214	0.9995049256057944	0.21166927752845788	11.14711869493945
GOTERM_BP_DIRECT	GO:0051384~response to glucocorticoid	4	3.6036036036036037	0.00743380268015568	P15514, P35354, P28562, P05231	104	65	16792	9.936094674556214	0.9995049256057944	0.21166927752845788	11.14711869493945
KEGG_PATHWAY	hsa05132:Salmonella infection	5	4.504504504504505	0.0076349033973669095	P09341, P01583, P05231, P10145, P01584	66	83	6879	6.278751369112815	0.7088556116295855	0.18588691086104558	8.848092613746239
UP_KEYWORDS	Amyloid	3	2.7027027027027026	0.00783746774440831	P37840, Q15582, P01034	111	25	20581	22.24972972972973	0.8186688279502999	0.12308111967770019	9.510637792478027
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	7	6.306306306306306	0.00793457930850726	P09341, Q8TCU6, P15153, P78556, P42830, P10145, P01112	66	186	6879	3.922531769305963	0.7226742083145692	0.1674176879342747	9.180265294170198
GOTERM_BP_DIRECT	GO:0090023~positive regulation of neutrophil chemotaxis	3	2.7027027027027026	0.007945487399473884	P09341, P15153, P10145	104	22	16792	22.01748251748252	0.9997074179473018	0.21852228776866645	11.869885029532668
UP_SEQ_FEATURE	propeptide:Activation peptide	4	3.6036036036036037	0.008021849617197398	P08254, P07858, P25774, P03956	109	76	20063	9.68759053597296	0.9660464906021609	0.49163348846460486	10.69724358851144
KEGG_PATHWAY	hsa04064:NF-kappa B signaling pathway	5	4.504504504504505	0.00899248798536335	P05362, P35354, P00749, P10145, P01584	66	87	6879	5.990073145245559	0.7664454185139933	0.16622561469488262	10.34403483763523
GOTERM_BP_DIRECT	GO:0070098~chemokine-mediated signaling pathway	4	3.6036036036036037	0.009473589450420794	P09341, P78556, P42830, P10145	104	71	16792	9.096424702058506	0.9999392731324693	0.24840861993142538	13.995714234920753
UP_SEQ_FEATURE	sequence variant	80	72.07207207207207	0.009803646780874243	P17275, Q9H2J7, G8JLL2, Q8IV20, P20908, P37840, P28290, O00534, Q16769, Q99988, Q8IU60, Q8NCL9, P28562, Q24JP5, P15514, Q13336, Q03169, Q8TCU6, Q9NXK6, P15153, P05120, P52789, Q5T9L3, Q01432, Q96B97, Q9H5V8, P25774, P08476, O75460, P35869, Q9NPH3, P05362, O75326, P35354, O94808, P24821, P56199, Q86YB8, P15121, P24593, O95150, P00749, P01037, P13611, P01034, O15403, P98066, O14682, P05231, Q9Y2R4, Q9HBI1, P48681, Q9BY76, P43490, O95757, P14210, P13726, P27701, O94832, Q7Z7L8, P07858, P78556, Q13478, Q15582, P03372, P48307, O14523, P08254, P26022, P01583, Q16719, Q96SQ9, P24557, P17676, Q8N4X5, P07093, P32189, P02795, P03956, P01112	109	12443	20063	1.1834073466751507	0.984042844865118	0.49824399608285297	12.924266048973498
UP_KEYWORDS	Pyrogen	2	1.8018018018018018	0.01066116299183043	P01583, P01584	111	2	20581	185.4144144144144	0.9023038257817013	0.15306828350911494	12.727713752082693
UP_SEQ_FEATURE	region of interest:4 X 11 AA tandem repeats of [EGS]-K-T-K- [EQ]-[GQ]-V-X(4)	2	1.8018018018018018	0.01073737654638665	P37840, Q16143	109	2	20063	184.06422018348624	0.9892632627512986	0.47676589211786824	14.070604647003382
GOTERM_BP_DIRECT	GO:0042493~response to drug	7	6.306306306306306	0.011073418178246214	P17275, P08476, P37840, P05362, P35354, P05231, P01034	104	304	16792	3.7178643724696356	0.9999883229896099	0.27711931787974564	16.169788756340818
GOTERM_CC_DIRECT	GO:0005764~lysosome	6	5.405405405405405	0.011146563241461504	G8JLL2, P37840, P07858, P25774, P01034, P01584	109	226	18224	4.438743200454656	0.8354718214475892	0.25975858108285255	12.671489493343547
OMIM_DISEASE	127750~Dementia, Lewy body	2	1.8018018018018018	0.011361153477291509	P37840, Q16143	28	2	4740	169.28571428571428	0.4665767831790516	0.4665767831790516	10.630081459856012
GOTERM_BP_DIRECT	GO:0022617~extracellular matrix disassembly	4	3.6036036036036037	0.011399183113092282	P01033, P08254, P25774, P03956	104	76	16792	8.497975708502025	0.9999916558080741	0.27735110781614525	16.606127240174583
INTERPRO	IPR003502:Interleukin-1 propeptide	2	1.8018018018018018	0.011497862762389954	P01583, P01584	108	2	18559	171.84259259259258	0.971283792705424	0.6937737896112104	14.365313567780557
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	10	9.00900900900901	0.011505024069596954	O14684, P08476, Q8TCU6, P37840, P07858, P15121, P02795, Q93083, P01034, P01112	109	621	18224	2.6923133744035224	0.8448009423933643	0.23367547322723004	13.053379216145732
GOTERM_BP_DIRECT	GO:0010575~positive regulation of vascular endothelial growth factor production	3	2.7027027027027026	0.011835295949799634	P35354, P01583, P01584	104	27	16792	17.940170940170944	0.9999946798466836	0.279792881834072	17.186938382554473
KEGG_PATHWAY	hsa04510:Focal adhesion	7	6.306306306306306	0.012754794887792938	Q9HBI1, P24821, P20908, P15153, P14210, P56199, P01112	66	206	6879	3.5417034421888793	0.8734009835083498	0.20517771201102109	14.372885853279826
KEGG_PATHWAY	hsa05134:Legionellosis	4	3.6036036036036037	0.014177676786891845	P09341, P05231, P10145, P01584	66	54	6879	7.720538720538721	0.8996349833260472	0.20538229738058433	15.852787102640796
BIOCARTA	h_il1rPathway:Signal transduction through IL1R	4	3.6036036036036037	0.014436153172557191	Q9NPH3, P01583, P05231, P01584	27	33	1625	7.295173961840628	0.7795980378477889	0.5305301264700673	15.006122264597433
GOTERM_BP_DIRECT	GO:0051897~positive regulation of protein kinase B signaling	4	3.6036036036036037	0.014917619444619069	P09038, P13726, P24593, P05231	104	84	16792	7.688644688644689	0.9999997802128701	0.33197989541558315	21.18517626125608
INTERPRO	IPR008996:Cytokine, IL-1-like	3	2.7027027027027026	0.015477151531650338	P09038, P01583, P01584	108	33	18559	15.622053872053872	0.9916762225262873	0.6979491130525893	18.874409198014753
KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	4	3.6036036036036037	0.01563481410167819	P09341, P05231, P10145, P01584	66	56	6879	7.444805194805194	0.9209038146254138	0.20597839104210292	17.343969122366175
UP_SEQ_FEATURE	short sequence motif:Cell attachment site; atypical	2	1.8018018018018018	0.016063151099789376	P09038, P05362	109	3	20063	122.70948012232417	0.9988876673845352	0.5726543043699638	20.34552766980501
GOTERM_BP_DIRECT	GO:0045907~positive regulation of vasoconstriction	3	2.7027027027027026	0.01639599222057398	P05362, P35354, P24557	104	32	16792	15.137019230769232	0.9999999524998006	0.3510324824284282	23.03799833429967
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	13	11.711711711711711	0.016883776933085418	P17275, P08476, P35869, P09086, P05231, P09038, P03372, P43490, P14210, P01583, P17676, P01584, P01112	104	981	16792	2.1396534148827726	0.9999999713608579	0.3522252728031058	23.640323193724733
